/"OreDict Key","ItemStacks"
"chest","[minecraft:chest@0 - 'Oak Chest' - <no NBT>]; [minecraft:ender_chest@0 - 'Ender Chest' - <no NBT>]; [minecraft:trapped_chest@0 - 'Oak Trapped Chest' - <no NBT>]; [quark:custom_chest@32767 - '(WILDCARD)' - <no NBT>]; [quark:custom_chest_trap@32767 - '(WILDCARD)' - <no NBT>]; [minecraft:white_shulker_box@0 - 'White Shulker Box' - <no NBT>]; [minecraft:orange_shulker_box@0 - 'Orange Shulker Box' - <no NBT>]; [minecraft:magenta_shulker_box@0 - 'Magenta Shulker Box' - <no NBT>]; [minecraft:light_blue_shulker_box@0 - 'Light Blue Shulker Box' - <no NBT>]; [minecraft:yellow_shulker_box@0 - 'Yellow Shulker Box' - <no NBT>]; [minecraft:lime_shulker_box@0 - 'Lime Shulker Box' - <no NBT>]; [minecraft:pink_shulker_box@0 - 'Pink Shulker Box' - <no NBT>]; [minecraft:gray_shulker_box@0 - 'Gray Shulker Box' - <no NBT>]; [minecraft:silver_shulker_box@0 - 'Light Gray Shulker Box' - <no NBT>]; [minecraft:cyan_shulker_box@0 - 'Cyan Shulker Box' - <no NBT>]; [minecraft:purple_shulker_box@0 - 'Purple Shulker Box' - <no NBT>]; [minecraft:blue_shulker_box@0 - 'Blue Shulker Box' - <no NBT>]; [minecraft:brown_shulker_box@0 - 'Brown Shulker Box' - <no NBT>]; [minecraft:green_shulker_box@0 - 'Green Shulker Box' - <no NBT>]; [minecraft:red_shulker_box@0 - 'Red Shulker Box' - <no NBT>]; [minecraft:black_shulker_box@0 - 'Black Shulker Box' - <no NBT>]"
"chestEnder","[minecraft:ender_chest@0 - 'Ender Chest' - <no NBT>]"
"chestTrapped","[minecraft:trapped_chest@0 - 'Oak Trapped Chest' - <no NBT>]; [quark:custom_chest_trap@32767 - '(WILDCARD)' - <no NBT>]"
"chestWood","[minecraft:chest@0 - 'Oak Chest' - <no NBT>]; [minecraft:trapped_chest@0 - 'Oak Trapped Chest' - <no NBT>]; [quark:custom_chest@32767 - '(WILDCARD)' - <no NBT>]"
"chunkEndLumium","[contenttweaker:material_part@459 - 'End Lumium Chunk' - <no NBT>]"
"chunkLumium","[contenttweaker:material_part@425 - 'Lumium Chunk' - <no NBT>]"
"chunkNetherLumium","[contenttweaker:material_part@442 - 'Nether Lumium Chunk' - <no NBT>]"
"clay","[minecraft:clay_ball@32767 - '(WILDCARD)' - <no NBT>]"
"clumpEndLumium","[contenttweaker:material_part@449 - 'End Lumium Clump' - <no NBT>]"
"clumpLumium","[contenttweaker:material_part@415 - 'Lumium Clump' - <no NBT>]"
"clumpNetherLumium","[contenttweaker:material_part@432 - 'Nether Lumium Clump' - <no NBT>]"
"clusterEndLumium","[contenttweaker:material_part@448 - 'End Lumium Cluster' - <no NBT>]"
"clusterLumium","[contenttweaker:material_part@414 - 'Lumium Cluster' - <no NBT>]"
"clusterNetherLumium","[contenttweaker:material_part@431 - 'Nether Lumium Cluster' - <no NBT>]"
"coal","[minecraft:coal@0 - 'Coal' - <no NBT>]"
"coalPowered","[extrautils2:ingredients@4 - 'Red Coal' - <no NBT>]"
"cobblestone","[minecraft:cobblestone@0 - 'Cobblestone' - <no NBT>]; [undergroundbiomes:igneous_cobble@0 - 'Granite Cobblestone' - <no NBT>]; [undergroundbiomes:metamorphic_cobble@0 - 'Gneiss Cobblestone' - <no NBT>]; [undergroundbiomes:igneous_cobble@1 - 'Diabase Cobblestone' - <no NBT>]; [undergroundbiomes:metamorphic_cobble@1 - 'Eclogite Cobblestone' - <no NBT>]; [undergroundbiomes:igneous_cobble@2 - 'Rhyolite Cobblestone' - <no NBT>]; [undergroundbiomes:metamorphic_cobble@2 - 'Marble Cobblestone' - <no NBT>]; [undergroundbiomes:igneous_cobble@3 - 'Andesite Cobblestone' - <no NBT>]; [undergroundbiomes:metamorphic_cobble@3 - 'Quartzite Cobblestone' - <no NBT>]; [undergroundbiomes:igneous_cobble@4 - 'Gabbro Cobblestone' - <no NBT>]; [undergroundbiomes:metamorphic_cobble@4 - 'Hornfels Cobblestone' - <no NBT>]; [undergroundbiomes:igneous_cobble@5 - 'Kimberlite Cobblestone' - <no NBT>]; [undergroundbiomes:metamorphic_cobble@5 - 'Schist Cobblestone' - <no NBT>]; [undergroundbiomes:igneous_cobble@6 - 'Komatiite Cobblestone' - <no NBT>]; [undergroundbiomes:metamorphic_cobble@6 - 'Soapstone Cobblestone' - <no NBT>]; [undergroundbiomes:igneous_cobble@7 - 'Dacite Cobblestone' - <no NBT>]; [undergroundbiomes:metamorphic_cobble@7 - 'Migmatite Cobblestone' - <no NBT>]"
"cofh:potion","[minecraft:potion@0 - 'Uncraftable Potion' - <no NBT>]"
"coilAluminum","[libvulpes:coil0@9 - 'Aluminum Coil' - <no NBT>]"
"coilCopper","[libvulpes:coil0@4 - 'Copper Coil' - <no NBT>]"
"coilGold","[libvulpes:coil0@2 - 'Gold Coil' - <no NBT>]"
"coilIridium","[libvulpes:coil0@10 - 'Iridium Coil' - <no NBT>]"
"coilIron","[contenttweaker:material_part@686 - 'Iron Coil' - <no NBT>]"
"coilLumium","[contenttweaker:material_part@771 - 'Lumium Coil' - <no NBT>]"
"coilTitanium","[libvulpes:coil0@7 - 'Titanium Coil' - <no NBT>]"
"coinGarlic","[harvestcraft:garliccoinitem@0 - 'Garlic Coin' - <no NBT>]"
"concrete","[advancedrocketry:concrete@0 - 'Concrete' - <no NBT>]"
"cropAgave","[harvestcraft:agaveitem@0 - 'Agave' - <no NBT>]"
"cropAlmond","[harvestcraft:almonditem@0 - 'Almond' - <no NBT>]"
"cropAmaranth","[harvestcraft:amaranthitem@0 - 'Amaranth' - <no NBT>]"
"cropApple","[minecraft:apple@0 - 'Apple' - <no NBT>]"
"cropApricot","[harvestcraft:apricotitem@0 - 'Apricot' - <no NBT>]"
"cropArrowroot","[harvestcraft:arrowrootitem@0 - 'Arrowroot' - <no NBT>]"
"cropArtichoke","[harvestcraft:artichokeitem@0 - 'Artichoke' - <no NBT>]"
"cropAsparagus","[harvestcraft:asparagusitem@0 - 'Asparagus' - <no NBT>]"
"cropAvocado","[harvestcraft:avocadoitem@0 - 'Avocado' - <no NBT>]"
"cropBambooshoot","[harvestcraft:bambooshootitem@0 - 'Bamboo Shoot' - <no NBT>]"
"cropBanana","[harvestcraft:bananaitem@0 - 'Banana' - <no NBT>]"
"cropBarley","[harvestcraft:barleyitem@0 - 'Barley' - <no NBT>]"
"cropBean","[harvestcraft:beanitem@0 - 'Beans' - <no NBT>]"
"cropBeet","[minecraft:beetroot@0 - 'Beetroot' - <no NBT>]; [harvestcraft:beetitem@0 - 'Beet' - <no NBT>]"
"cropBeetroot","[minecraft:beetroot@0 - 'Beetroot' - <no NBT>]"
"cropBellpepper","[harvestcraft:bellpepperitem@0 - 'Bellpepper' - <no NBT>]"
"cropBlackberry","[harvestcraft:blackberryitem@0 - 'Blackberry' - <no NBT>]"
"cropBlueberry","[harvestcraft:blueberryitem@0 - 'Blueberry' - <no NBT>]"
"cropBroccoli","[harvestcraft:broccoliitem@0 - 'Broccoli' - <no NBT>]"
"cropBrusselsprout","[harvestcraft:brusselsproutitem@0 - 'Brussel Sprout' - <no NBT>]"
"cropCabbage","[harvestcraft:cabbageitem@0 - 'Cabbage' - <no NBT>]"
"cropCactus","[minecraft:cactus@0 - 'Cactus' - <no NBT>]"
"cropCactusfruit","[harvestcraft:cactusfruititem@0 - 'Cactus Fruit' - <no NBT>]"
"cropCandle","[harvestcraft:candleberryitem@0 - 'Candleberry' - <no NBT>]"
"cropCandleberry","[harvestcraft:candleberryitem@0 - 'Candleberry' - <no NBT>]"
"cropCantaloupe","[harvestcraft:cantaloupeitem@0 - 'Cantaloupe' - <no NBT>]"
"cropCarrot","[minecraft:carrot@0 - 'Carrot' - <no NBT>]"
"cropCashew","[harvestcraft:cashewitem@0 - 'Cashew' - <no NBT>]"
"cropCassava","[harvestcraft:cassavaitem@0 - 'Cassava' - <no NBT>]"
"cropCauliflower","[harvestcraft:caulifloweritem@0 - 'Cauliflower' - <no NBT>]"
"cropCelery","[harvestcraft:celeryitem@0 - 'Celery' - <no NBT>]"
"cropCherry","[harvestcraft:cherryitem@0 - 'Cherry' - <no NBT>]"
"cropChestnut","[harvestcraft:chestnutitem@0 - 'Chestnut' - <no NBT>]"
"cropChickpea","[harvestcraft:chickpeaitem@0 - 'Chickpeas' - <no NBT>]"
"cropChilipepper","[harvestcraft:chilipepperitem@0 - 'Chili Pepper' - <no NBT>]"
"cropChorusfruit","[minecraft:chorus_fruit@0 - 'Chorus Fruit' - <no NBT>]"
"cropCinnamon","[harvestcraft:cinnamonitem@0 - 'Cinnamon' - <no NBT>]"
"cropCoconut","[harvestcraft:coconutitem@0 - 'Coconut' - <no NBT>]"
"cropCoffee","[harvestcraft:coffeebeanitem@0 - 'Coffee Beans' - <no NBT>]"
"cropCorn","[xlfoodmod:corn@0 - 'Corn' - <no NBT>]; [harvestcraft:cornitem@0 - 'Corn' - <no NBT>]"
"cropCotton","[harvestcraft:cottonitem@0 - 'Cotton' - <no NBT>]"
"cropCranberry","[harvestcraft:cranberryitem@0 - 'Cranberry' - <no NBT>]"
"cropCucumber","[xlfoodmod:cucumber@0 - 'Cucumber' - <no NBT>]; [harvestcraft:cucumberitem@0 - 'Cucumber' - <no NBT>]"
"cropCurryleaf","[harvestcraft:curryleafitem@0 - 'Curry Leaf' - <no NBT>]"
"cropDate","[harvestcraft:dateitem@0 - 'Date' - <no NBT>]"
"cropDragonfruit","[harvestcraft:dragonfruititem@0 - 'Dragonfruit' - <no NBT>]"
"cropDurian","[harvestcraft:durianitem@0 - 'Durian' - <no NBT>]"
"cropEdibleroot","[harvestcraft:ediblerootitem@0 - 'Edible Root' - <no NBT>]"
"cropEggplant","[harvestcraft:eggplantitem@0 - 'Eggplant' - <no NBT>]"
"cropElderberry","[harvestcraft:elderberryitem@0 - 'Elderberry' - <no NBT>]"
"cropFig","[harvestcraft:figitem@0 - 'Fig' - <no NBT>]"
"cropFlax","[harvestcraft:flaxitem@0 - 'Flax' - <no NBT>]"
"cropGarlic","[harvestcraft:garlicitem@0 - 'Garlic' - <no NBT>]"
"cropGinger","[harvestcraft:gingeritem@0 - 'Ginger' - <no NBT>]"
"cropGooseberry","[harvestcraft:gooseberryitem@0 - 'Gooseberry' - <no NBT>]"
"cropGrape","[harvestcraft:grapeitem@0 - 'Grape' - <no NBT>]; [harvestcraft:greengrapeitem@0 - 'Green Grape' - <no NBT>]"
"cropGrapefruit","[harvestcraft:grapefruititem@0 - 'Grapefruit' - <no NBT>]"
"cropGreengrape","[harvestcraft:greengrapeitem@0 - 'Green Grape' - <no NBT>]"
"cropHops","[brewcraft:hopsitem@0 - 'Hops' - <no NBT>]"
"cropHuckleberry","[harvestcraft:huckleberryitem@0 - 'Huckleberry' - <no NBT>]"
"cropJackfruit",""
"cropJicama","[harvestcraft:jicamaitem@0 - 'Jicama' - <no NBT>]"
"cropJuniperberry","[harvestcraft:juniperberryitem@0 - 'Juniperberry' - <no NBT>]"
"cropJute","[harvestcraft:juteitem@0 - 'Jute' - <no NBT>]"
"cropKale","[harvestcraft:kaleitem@0 - 'Kale' - <no NBT>]"
"cropKenaf","[harvestcraft:kenafitem@0 - 'Kenaf' - <no NBT>]"
"cropKiwi","[harvestcraft:kiwiitem@0 - 'Kiwi' - <no NBT>]"
"cropKohlrabi","[harvestcraft:kohlrabiitem@0 - 'Kohlrabi' - <no NBT>]"
"cropLeek","[harvestcraft:leekitem@0 - 'Leek' - <no NBT>]"
"cropLemon","[harvestcraft:lemonitem@0 - 'Lemon' - <no NBT>]"
"cropLentil","[harvestcraft:lentilitem@0 - 'Lentils' - <no NBT>]"
"cropLettuce","[birdsfoods:dandelion_salad@0 - 'Flower Salad' - <no NBT>]; [xlfoodmod:lettuce@0 - 'Lettuce' - <no NBT>]; [harvestcraft:lettuceitem@0 - 'Lettuce' - <no NBT>]"
"cropLime","[harvestcraft:limeitem@0 - 'Lime' - <no NBT>]"
"cropLychee",""
"cropMango","[harvestcraft:mangoitem@0 - 'Mango' - <no NBT>]"
"cropMaplesyrup","[harvestcraft:maplesyrupitem@0 - 'Maple Syrup' - <no NBT>]"
"cropMelon","[minecraft:melon_block@0 - 'Melon' - <no NBT>]; [minecraft:melon@0 - 'Melon' - <no NBT>]"
"cropMillet","[harvestcraft:milletitem@0 - 'Millet' - <no NBT>]"
"cropMulberry","[harvestcraft:mulberryitem@0 - 'Mulberry' - <no NBT>]"
"cropMushroomBrown","[minecraft:brown_mushroom@0 - 'Mushroom' - <no NBT>]"
"cropMushroomRed","[minecraft:red_mushroom@0 - 'Mushroom' - <no NBT>]"
"cropMustard","[harvestcraft:mustardseedsitem@0 - 'Mustard Seeds' - <no NBT>]"
"cropNetherWart","[minecraft:nether_wart@0 - 'Nether Wart' - <no NBT>]"
"cropNutmeg","[harvestcraft:nutmegitem@0 - 'Nutmeg' - <no NBT>]"
"cropOats","[harvestcraft:oatsitem@0 - 'Oats' - <no NBT>]"
"cropOkra","[harvestcraft:okraitem@0 - 'Okra' - <no NBT>]"
"cropOlive","[harvestcraft:oliveitem@0 - 'Olive' - <no NBT>]"
"cropOnion","[xlfoodmod:onion@0 - 'Onion' - <no NBT>]; [harvestcraft:onionitem@0 - 'Onion' - <no NBT>]"
"cropOrange","[harvestcraft:orangeitem@0 - 'Orange' - <no NBT>]"
"cropPapaya","[harvestcraft:papayaitem@0 - 'Papaya' - <no NBT>]"
"cropParsnip","[harvestcraft:parsnipitem@0 - 'Parsnip' - <no NBT>]"
"cropPeach","[biomesoplenty:peach@0 - 'Peach' - <no NBT>]; [harvestcraft:peachitem@0 - 'Peach' - <no NBT>]"
"cropPeanut","[harvestcraft:peanutitem@0 - 'Peanut' - <no NBT>]"
"cropPear","[biomesoplenty:pear@0 - 'Pear' - <no NBT>]; [harvestcraft:pearitem@0 - 'Pear' - <no NBT>]"
"cropPeas","[harvestcraft:peasitem@0 - 'Peas' - <no NBT>]"
"cropPecan","[harvestcraft:pecanitem@0 - 'Pecan' - <no NBT>]"
"cropPeppercorn","[harvestcraft:peppercornitem@0 - 'Peppercorn' - <no NBT>]"
"cropPersimmon","[biomesoplenty:persimmon@0 - 'Persimmon' - <no NBT>]; [harvestcraft:persimmonitem@0 - 'Persimmon' - <no NBT>]"
"cropPineapple","[harvestcraft:pineappleitem@0 - 'Pineapple' - <no NBT>]"
"cropPistachio","[harvestcraft:pistachioitem@0 - 'Pistachio' - <no NBT>]"
"cropPlum","[harvestcraft:plumitem@0 - 'Plum' - <no NBT>]"
"cropPomegranate","[harvestcraft:pomegranateitem@0 - 'Pomegranate' - <no NBT>]"
"cropPotato","[minecraft:potato@0 - 'Potato' - <no NBT>]"
"cropPumpkin","[minecraft:pumpkin@0 - 'Pumpkin' - <no NBT>]"
"cropQuinoa","[harvestcraft:quinoaitem@0 - 'Quinoa' - <no NBT>]"
"cropRadish","[harvestcraft:radishitem@0 - 'Radish' - <no NBT>]"
"cropRaspberry","[harvestcraft:raspberryitem@0 - 'Raspberry' - <no NBT>]"
"cropRhubarb","[harvestcraft:rhubarbitem@0 - 'Rhubarb' - <no NBT>]"
"cropRice","[xlfoodmod:rice@0 - 'Rice' - <no NBT>]; [harvestcraft:riceitem@0 - 'Rice' - <no NBT>]"
"cropRutabaga","[harvestcraft:rutabagaitem@0 - 'Rutabaga' - <no NBT>]"
"cropRye","[harvestcraft:ryeitem@0 - 'Rye' - <no NBT>]"
"cropScallion","[harvestcraft:scallionitem@0 - 'Scallion' - <no NBT>]"
"cropSeaweed","[harvestcraft:seaweeditem@0 - 'Seaweed' - <no NBT>]"
"cropSesame","[harvestcraft:sesameseedsitem@0 - 'Sesame Seeds' - <no NBT>]"
"cropSisal","[harvestcraft:sisalitem@0 - 'Sisal' - <no NBT>]"
"cropSoybean","[harvestcraft:soybeanitem@0 - 'Soybean' - <no NBT>]"
"cropSpiceleaf","[harvestcraft:spiceleafitem@0 - 'Spice Leaf' - <no NBT>]"
"cropSpinach","[harvestcraft:spinachitem@0 - 'Spinach' - <no NBT>]"
"cropStarfruit","[harvestcraft:starfruititem@0 - 'Starfruit' - <no NBT>]"
"cropStrawberry","[xlfoodmod:strawberry@0 - 'Strawberry' - <no NBT>]; [harvestcraft:strawberryitem@0 - 'Strawberry' - <no NBT>]"
"cropSunflower","[birdsfoods:sunflower_seeds@0 - 'Sunflower Seeds' - <no NBT>]; [harvestcraft:sunflowerseedsitem@0 - 'Sunflower Seeds' - <no NBT>]"
"cropSweetpotato","[harvestcraft:sweetpotatoitem@0 - 'Sweet Potato' - <no NBT>]"
"cropTaro","[harvestcraft:taroitem@0 - 'Taro' - <no NBT>]"
"cropTea","[harvestcraft:tealeafitem@0 - 'Tea Leaf' - <no NBT>]"
"cropTomatillo","[harvestcraft:tomatilloitem@0 - 'Tomatillo' - <no NBT>]"
"cropTomato","[xlfoodmod:tomato@0 - 'Tomato' - <no NBT>]; [harvestcraft:tomatoitem@0 - 'Tomato' - <no NBT>]"
"cropTurnip","[harvestcraft:turnipitem@0 - 'Turnip' - <no NBT>]"
"cropVanillabean","[harvestcraft:vanillabeanitem@0 - 'Vanilla Bean' - <no NBT>]"
"cropWalnut","[harvestcraft:walnutitem@0 - 'Walnut' - <no NBT>]"
"cropWaterchestnut","[harvestcraft:waterchestnutitem@0 - 'Water Chestnut' - <no NBT>]"
"cropWheat","[minecraft:wheat@0 - 'Wheat' - <no NBT>]"
"cropWhitemushroom","[harvestcraft:whitemushroomitem@0 - 'White Mushroom' - <no NBT>]"
"cropWintersquash","[harvestcraft:wintersquashitem@0 - 'Winter Squash' - <no NBT>]"
"cropZucchini","[harvestcraft:zucchiniitem@0 - 'Zucchini' - <no NBT>]"
"crushedOreEndLumium","[contenttweaker:material_part@451 - 'Crushed End Lumium Ore' - <no NBT>]"
"crushedOreLumium","[contenttweaker:material_part@417 - 'Crushed Lumium Ore' - <no NBT>]"
"crushedOreNetherLumium","[contenttweaker:material_part@434 - 'Crushed Nether Lumium Ore' - <no NBT>]"
"crystalRuby","[contenttweaker:material_part@859 - 'Ruby Crystal' - <no NBT>]"
"curvedPlateIron","[contenttweaker:material_part@6 - 'Curved Iron Plate' - <no NBT>]"
"curvedPlateLumium","[contenttweaker:material_part@738 - 'Curved Lumium Plate' - <no NBT>]"
"curvedPlatePolyethylene","[contenttweaker:material_part@777 - 'Curved Polyethylene Plate' - <no NBT>]"
"curvedPlateRubber","[contenttweaker:material_part@800 - 'Curved Rubber Plate' - <no NBT>]"
"denseOreBedrockLumium","[contenttweaker:sub_block_holder_0@0 - 'Dense Bedrock Lumium Ore' - <no NBT>]; [undergroundbiomes:sedimentary_stone_contenttweaker_sub_block_holder_0@0 - 'Limestone Dense Bedrock Lumium Ore' - <no NBT>]; [undergroundbiomes:sedimentary_stone_contenttweaker_sub_block_holder_0@1 - 'Chalk Dense Bedrock Lumium Ore' - <no NBT>]; [undergroundbiomes:sedimentary_stone_contenttweaker_sub_block_holder_0@2 - 'Shale Dense Bedrock Lumium Ore' - <no NBT>]; [undergroundbiomes:sedimentary_stone_contenttweaker_sub_block_holder_0@3 - 'Siltstone Dense Bedrock Lumium Ore' - <no NBT>]; [undergroundbiomes:sedimentary_stone_contenttweaker_sub_block_holder_0@4 - 'Conglomerate Dense Bedrock Lumium Ore' - <no NBT>]; [undergroundbiomes:sedimentary_stone_contenttweaker_sub_block_holder_0@5 - 'Dolomite Dense Bedrock Lumium Ore' - <no NBT>]; [undergroundbiomes:sedimentary_stone_contenttweaker_sub_block_holder_0@6 - 'Greywacke Dense Bedrock Lumium Ore' - <no NBT>]; [undergroundbiomes:sedimentary_stone_contenttweaker_sub_block_holder_0@7 - 'Chert Dense Bedrock Lumium Ore' - <no NBT>]; [undergroundbiomes:igneous_stone_contenttweaker_sub_block_holder_0@0 - 'Granite Dense Bedrock Lumium Ore' - <no NBT>]; [undergroundbiomes:igneous_stone_contenttweaker_sub_block_holder_0@1 - 'Diabase Dense Bedrock Lumium Ore' - <no NBT>]; [undergroundbiomes:igneous_stone_contenttweaker_sub_block_holder_0@2 - 'Rhyolite Dense Bedrock Lumium Ore' - <no NBT>]; [undergroundbiomes:igneous_stone_contenttweaker_sub_block_holder_0@3 - 'Andesite Dense Bedrock Lumium Ore' - <no NBT>]; [undergroundbiomes:igneous_stone_contenttweaker_sub_block_holder_0@4 - 'Gabbro Dense Bedrock Lumium Ore' - <no NBT>]; [undergroundbiomes:igneous_stone_contenttweaker_sub_block_holder_0@5 - 'Kimberlite Dense Bedrock Lumium Ore' - <no NBT>]; [undergroundbiomes:igneous_stone_contenttweaker_sub_block_holder_0@6 - 'Komatiite Dense Bedrock Lumium Ore' - <no NBT>]; [undergroundbiomes:igneous_stone_contenttweaker_sub_block_holder_0@7 - 'Dacite Dense Bedrock Lumium Ore' - <no NBT>]; [undergroundbiomes:metamorphic_stone_contenttweaker_sub_block_holder_0@0 - 'Gneiss Dense Bedrock Lumium Ore' - <no NBT>]; [undergroundbiomes:metamorphic_stone_contenttweaker_sub_block_holder_0@1 - 'Eclogite Dense Bedrock Lumium Ore' - <no NBT>]; [undergroundbiomes:metamorphic_stone_contenttweaker_sub_block_holder_0@2 - 'Marble Dense Bedrock Lumium Ore' - <no NBT>]; [undergroundbiomes:metamorphic_stone_contenttweaker_sub_block_holder_0@3 - 'Quartzite Dense Bedrock Lumium Ore' - <no NBT>]; [undergroundbiomes:metamorphic_stone_contenttweaker_sub_block_holder_0@4 - 'Hornfels Dense Bedrock Lumium Ore' - <no NBT>]; [undergroundbiomes:metamorphic_stone_contenttweaker_sub_block_holder_0@5 - 'Schist Dense Bedrock Lumium Ore' - <no NBT>]; [undergroundbiomes:metamorphic_stone_contenttweaker_sub_block_holder_0@6 - 'Soapstone Dense Bedrock Lumium Ore' - <no NBT>]; [undergroundbiomes:metamorphic_stone_contenttweaker_sub_block_holder_0@7 - 'Migmatite Dense Bedrock Lumium Ore' - <no NBT>]"
"denseOreEndLumium","[contenttweaker:sub_block_holder_0@3 - 'Dense End Lumium Ore' - <no NBT>]; [undergroundbiomes:metamorphic_stone_contenttweaker_sub_block_holder_0_3@0 - 'Gneiss Dense End Lumium Ore' - <no NBT>]; [undergroundbiomes:metamorphic_stone_contenttweaker_sub_block_holder_0_3@1 - 'Eclogite Dense End Lumium Ore' - <no NBT>]; [undergroundbiomes:metamorphic_stone_contenttweaker_sub_block_holder_0_3@2 - 'Marble Dense End Lumium Ore' - <no NBT>]; [undergroundbiomes:metamorphic_stone_contenttweaker_sub_block_holder_0_3@3 - 'Quartzite Dense End Lumium Ore' - <no NBT>]; [undergroundbiomes:metamorphic_stone_contenttweaker_sub_block_holder_0_3@4 - 'Hornfels Dense End Lumium Ore' - <no NBT>]; [undergroundbiomes:metamorphic_stone_contenttweaker_sub_block_holder_0_3@5 - 'Schist Dense End Lumium Ore' - <no NBT>]; [undergroundbiomes:metamorphic_stone_contenttweaker_sub_block_holder_0_3@6 - 'Soapstone Dense End Lumium Ore' - <no NBT>]; [undergroundbiomes:metamorphic_stone_contenttweaker_sub_block_holder_0_3@7 - 'Migmatite Dense End Lumium Ore' - <no NBT>]; [undergroundbiomes:igneous_stone_contenttweaker_sub_block_holder_0_3@0 - 'Granite Dense End Lumium Ore' - <no NBT>]; [undergroundbiomes:igneous_stone_contenttweaker_sub_block_holder_0_3@1 - 'Diabase Dense End Lumium Ore' - <no NBT>]; [undergroundbiomes:igneous_stone_contenttweaker_sub_block_holder_0_3@2 - 'Rhyolite Dense End Lumium Ore' - <no NBT>]; [undergroundbiomes:igneous_stone_contenttweaker_sub_block_holder_0_3@3 - 'Andesite Dense End Lumium Ore' - <no NBT>]; [undergroundbiomes:igneous_stone_contenttweaker_sub_block_holder_0_3@4 - 'Gabbro Dense End Lumium Ore' - <no NBT>]; [undergroundbiomes:igneous_stone_contenttweaker_sub_block_holder_0_3@5 - 'Kimberlite Dense End Lumium Ore' - <no NBT>]; [undergroundbiomes:igneous_stone_contenttweaker_sub_block_holder_0_3@6 - 'Komatiite Dense End Lumium Ore' - <no NBT>]; [undergroundbiomes:igneous_stone_contenttweaker_sub_block_holder_0_3@7 - 'Dacite Dense End Lumium Ore' - <no NBT>]; [undergroundbiomes:sedimentary_stone_contenttweaker_sub_block_holder_0_3@0 - 'Limestone Dense End Lumium Ore' - <no NBT>]; [undergroundbiomes:sedimentary_stone_contenttweaker_sub_block_holder_0_3@1 - 'Chalk Dense End Lumium Ore' - <no NBT>]; [undergroundbiomes:sedimentary_stone_contenttweaker_sub_block_holder_0_3@2 - 'Shale Dense End Lumium Ore' - <no NBT>]; [undergroundbiomes:sedimentary_stone_contenttweaker_sub_block_holder_0_3@3 - 'Siltstone Dense End Lumium Ore' - <no NBT>]; [undergroundbiomes:sedimentary_stone_contenttweaker_sub_block_holder_0_3@4 - 'Conglomerate Dense End Lumium Ore' - <no NBT>]; [undergroundbiomes:sedimentary_stone_contenttweaker_sub_block_holder_0_3@5 - 'Dolomite Dense End Lumium Ore' - <no NBT>]; [undergroundbiomes:sedimentary_stone_contenttweaker_sub_block_holder_0_3@6 - 'Greywacke Dense End Lumium Ore' - <no NBT>]; [undergroundbiomes:sedimentary_stone_contenttweaker_sub_block_holder_0_3@7 - 'Chert Dense End Lumium Ore' - <no NBT>]"
